,restaurant_id,ambience_id
0,hrPLZ99KVPz_7yxZVfc9kA,2
0,E55sNGuWYTRlH3r6_5OlOg,5
1,E55sNGuWYTRlH3r6_5OlOg,7
0,8vvMGaJ5biveUVE6-yTipQ,4
0,sTvFxzQU_4bm-owSJXx0MQ,2
0,qFsh80AAL90tkOc0n98bqg,2
0,jpEhAUyitrgwDatsgeBgXg,2
0,shIAkjO9IFa4yTM5EENPTQ,2
0,h3DUMo4oWyVQ9ZfGar6vPg,8
1,h3DUMo4oWyVQ9ZfGar6vPg,7
0,uyXVm7lhbR26t5Jy20VYPg,2
0,Nvy1jETQItFjG0oyjpGk7w,1
1,Nvy1jETQItFjG0oyjpGk7w,4
2,Nvy1jETQItFjG0oyjpGk7w,2
0,AjxhKYSbc1NrGOxAcqxb9w,2
0,52RFRa6UlbIxy8EnWJQpjg,2
0,_ju1BXAF5g5QtAFfZZKO1g,1
0,IugPZVHmgdGvOmNVi07ueg,2
0,f4ykOH9Z-87b2l3Ea4HDPA,2
0,MIK2lBW3eFpPcy0vKxPS6w,2
0,sX_vxWQuZu_EA1bkCX95Yw,2
0,ucDPodtTLX7LHZnigGRa4Q,7
1,ucDPodtTLX7LHZnigGRa4Q,2
0,LwXkXDdsu1yWWcWAbt2fYw,2
0,Cv4QFI1gGGrgRSVnMU0qug,2
0,Il3GDb6A7rGSYdt89Wb0Fw,2
0,QpQ8CxC14jnNOdb7B2R6zQ,2
0,CZ2KPQtt0ah0up00YK0Ypg,2
0,081vVr80-uscqGGaFAxKfQ,7
1,081vVr80-uscqGGaFAxKfQ,2
0,1DCPuF0_VZNLRvHEAVJJng,2
0,UXJEQycac7JKyyTVDjWBdA,2
0,hBmWWvU6BSL6i_eYapOFGQ,2
0,G1M1OJmxp5dPY3rRYpl5WQ,2
0,w0RHRKHj9g2G3H5LcrOiKw,4
1,w0RHRKHj9g2G3H5LcrOiKw,2
0,ujUb29BOYcUyhMcnqo4bWA,2
0,Vy9VN70aRpIe4yEo55VrWQ,2
0,ULrDH5eEndkbALvYEBhrHw,2
0,-ShzgoeH2nvGG_TlNfMz2w,2
0,t1KiSVmxADW1LaxA2Wtj9g,2
0,QfaobFtkXhyTirLQLkV82w,2
0,gfIj5FvIejEiex4WV04wIQ,2
0,Pn9_MnhoLrMFdW3AZDORMQ,2
0,OJUTu1PAPjljZBwtI5DUdg,7
0,W_M-QaSW2y2JfUDRfOZ4-Q,2
0,OEMBtqjWgHvLOCIjhY_7eA,0
0,zj8HThbzTWvXl7-Dw0_nsQ,2
0,zz0l4dUf28wzPAaTdGqsSw,0
0,SYcdJP123caYVCkZ27BIOw,2
0,mskYyOH-xVyBlBn9OLqu4Q,7
1,mskYyOH-xVyBlBn9OLqu4Q,2
0,3P-5sAQoAyKcoO5e4paG7Q,2
0,AVYuQ6DTqpqsB141r3lH4w,2
0,qljraKzqFlIONICsRtzSnw,2
0,5Vp6Pz3AVcqbyDj1ynKOTA,2
0,tuKYmeiSkAURPQnRDCLBxg,2
0,wkO1a_i1Mzpd-0sbiLa7EA,2
0,PtVJoVOcsll8TP2HnArLsw,7
0,ijJLd8VHB-vPLWmHyyELYQ,2
0,Co47eJ287hxR-9iqhnswcw,5
1,Co47eJ287hxR-9iqhnswcw,4
2,Co47eJ287hxR-9iqhnswcw,2
0,DNvMHI_X3PEi9vTmMHO0Yg,2
0,nNKZXzq3kT71E6R3JX9RPg,2
0,VlzexKYF6St7-N4tAoGBqg,2
0,7VrD6atyAIOPJAEdAvsA1g,2
0,HBuQAJvypwNerylr03XqQg,2
0,gAiAwgSFAzT2yFXyL6dVcg,2
0,b9cdwGoH4oetEYA5b1YpDw,2
0,5vNalmeJRlPQR0HGfyCq7A,2
0,pWIO8FCZqnPxTwt7lURk8w,2
0,YCfMNP_1YCTXTKlrnw44vQ,2
0,JEpsrFGIH4ixJJ4q2yUb_A,2
0,pvwdXO69MQKeAEFwcISnFA,2
0,IZMHmGH1NbULyreLPx3t9A,4
1,IZMHmGH1NbULyreLPx3t9A,7
0,Qpyp_qwSCxb6a0PsLcJnwA,7
0,01ikDdFTvc2-YXeyv-YXjg,2
0,Z4S1pssoLucE1DT7aervXQ,2
0,K6SQfxBapNAIVr_C73ohlw,2
0,zVagjsscMqU6ztrFvv6hOg,7
0,PMv1-zywWOnHcmvcnB30HQ,7
1,PMv1-zywWOnHcmvcnB30HQ,2
0,SWrUyOkijbZPp6If7UMzjw,2
0,5L918sNOVHcCJKZ7RWATBw,2
0,RubysERTZxfYrkkzgYOlXg,2
0,CLUKvU_lTOcCQi6_24lzOg,7
1,CLUKvU_lTOcCQi6_24lzOg,2
0,r19qAeTxkc-aes2UVt9v5Q,7
1,r19qAeTxkc-aes2UVt9v5Q,4
2,r19qAeTxkc-aes2UVt9v5Q,8
0,R5yCU9dJnGcXw3voSB7pKg,4
1,R5yCU9dJnGcXw3voSB7pKg,2
0,Wy3s-xxiqZBg5Y1eSzI2DQ,2
0,b9bzEYHseU0ceo7-0XaXqg,4
1,b9bzEYHseU0ceo7-0XaXqg,2
0,lm-KtpMuHoPVCkC7zpr_xg,2
0,i0Q1qSWUsyMJcbcTNJBtIw,2
0,YxRqBrepifOBU7KO4b4BDg,2
0,eZV80xPOehww63KQWdrviQ,2
0,lqMOJ_cVSvVU-lferJVPLg,2
0,4To3eljiM2DlF-D7Fih8iQ,7
0,yTVTy75PHthgHH1ZcGVbZg,2
0,TlaXeIvS_0yQhjWTLHCLSA,2
0,lwJllJ5e4CLHdliOPEfgGg,4
1,lwJllJ5e4CLHdliOPEfgGg,7
2,lwJllJ5e4CLHdliOPEfgGg,2
0,Wj2Rb6wGmejjYuZgRpNuNw,2
0,DZUZbsr-a_59zjjPY8rGKQ,4
1,DZUZbsr-a_59zjjPY8rGKQ,2
0,3qRDGcBOcfFnEfAzVLO6oA,7
0,QqN7cWY8DerAsL7kW01UcQ,2
0,0MivygP7tD4AWbskqYmMuA,2
0,UI396ToWHWXcDmILMclWcg,5
0,3N38Hwxvx2Azb2hyLb1vxA,7
1,3N38Hwxvx2Azb2hyLb1vxA,2
0,VcwdSsoGhQAwo7Th3MWBOw,0
0,j1e3-hZkEX-mnxuujdKQig,7
1,j1e3-hZkEX-mnxuujdKQig,2
0,UBX73ZWgCdgom4nv0UeGvg,7
1,UBX73ZWgCdgom4nv0UeGvg,2
0,-KugJyLmuTECAE121jsCkg,0
0,ZraQzfGJfnVMbMXZwOQ7Vg,2
0,VNf2NwMjjcYVBWGGMigTtA,2
0,J4Lj1Mag6ODDmP0kuRnEZw,5
0,QgJv-WSd5IdYTYIaS_RRxQ,2
0,FjgPNVFrbL924rNUMm8nBg,5
0,yK8LWJ4VRTYEoGxVYzcjQg,2
0,gtOVX8hGKKIryQs0lGPt3w,2
0,hFMud7XDefdWM1d-p1B2dQ,7
1,hFMud7XDefdWM1d-p1B2dQ,2
0,2-yrFS9sCxyKPfr6CnHmTw,2
0,Wbq1ioousibK88FRw3PlDA,2
0,0y5x2QxXdeHvs_m0hoO84Q,2
0,gemfdRJabGzAqfD1oLLC_A,2
0,0HzjYHjeL5GvGHMj9XjO5A,2
0,ylkgMTVWMvliW9x-XlbjvA,2
0,kvb0a9FiFs9UXWxE6q-5DA,2
0,-PTWFicakClBDK-zyQ5hjA,1
1,-PTWFicakClBDK-zyQ5hjA,2
2,-PTWFicakClBDK-zyQ5hjA,4
0,HQdoy8OpEuGKM_Op-ovHFQ,2
0,alM80dgR9izB_svltTw1Nw,2
0,YkL_44nF4_jUDm3cyq5SJw,0
0,X0lMkTXVs3PLcyKzQ6GTcw,2
0,qCVbvgYjJkdsrSN71Ra0Ew,7
0,hJ0QkeOdQ5y7MTmdR9NO1Q,2
1,hJ0QkeOdQ5y7MTmdR9NO1Q,6
2,hJ0QkeOdQ5y7MTmdR9NO1Q,8
0,T3zMecCY619BrWOg-fi7lA,2
0,aAPiZY_6_xb2qSMs0ABBpg,2
0,rwPdi2Ept5LcVYIRUjj53Q,2
0,BKVwN2btBPovpWis42Urlg,2
0,DZG3652AxmIUGmlF-hg3mw,2
0,qdKCj1XsTCgTql1iuPB5lg,2
0,qRB4CzTnQy6iOO4D1FT4kg,2
0,JCXcdCGpqIRXEGzhPukdsg,2
0,Y8iVXWq_C-U3POZ6yItw7Q,2
0,ElEbumta2ujV9PTx4OGbVw,7
0,gu4TEXWfC69ZVrKDsVPtKQ,2
0,FYOPKSHyRVYwqjNayJdIPA,2
0,-6eomXaFuOSKPsUbk2A3xQ,2
0,yFxxhrdtDfmNF4xcXeem8A,7
0,Qz6-OxFp9PhGwMZG5geqpw,7
1,Qz6-OxFp9PhGwMZG5geqpw,2
0,9pPK-EhpT9jkC7WXdtDM-w,2
0,iWyYWFXrOvyoxIvUPf8OuA,2
0,P_nqb7lULOtx3pAJbKfFXA,2
0,sRJFxyCjZnmXuZLk6uKW6Q,2
0,mcmOeaoHlryrtogjd3tooQ,4
0,xSaH011Ov02w-8sxr78M6Q,2
0,ZjwEfrsA2bztSk9SLrPqPA,2
0,KzGXMHnlrknUhEjNyD8yZQ,2
0,bbm5_njEZyw68E7UUY0xgQ,2
0,4lVR4qfWaX-wn1v4EakF8A,2
0,jJKvRg2tYr7qWP-VxdjCTQ,5
1,jJKvRg2tYr7qWP-VxdjCTQ,7
0,leaEzQ7Uz_7NID4vpx9RCQ,2
0,vVLLNrqhvrkVXfIIW9Etag,2
0,Wz687hCcjVyHTCP-jd6U_Q,2
0,imCIha88DmlxaWpXScRkZw,4
1,imCIha88DmlxaWpXScRkZw,2
0,0CeoONLXqseUxPdGerefOQ,2
0,DoHkrJJVPffu924i6MLtcg,2
0,j7LZM6rf4Bf33exo6XXKGA,2
0,71UVaCN8AtyovlqoS0Hixg,2
0,bn0XzKxBRBWvnHUMg5cz6g,2
0,7NZ8Uq7Xtx4i7MR--1IjNA,2
0,R36Rhjk95Jh70scUravEQw,7
1,R36Rhjk95Jh70scUravEQw,2
0,L7wxBug8MF-Ag-u43DkQpg,2
0,DCJefHxEStVHnX8acaq0xA,2
0,jwp7_9S5IslgXnA7udfkYQ,2
0,mnyk_gnb60vFB2o6Y8c2Gw,2
0,N8NB7lMryKMMf6SJUvzYVQ,2
0,pOCjLcWQskQjRPi6zdLvAw,7
0,OwBgQo86CL2GmGX0OIUEEw,2
0,SwDn4LYC7uzQMmIz8RMBBg,7
1,SwDn4LYC7uzQMmIz8RMBBg,2
0,leBpyQruds138tREAfRvzA,2
0,n7XtDJQVnxb1UzPPzlOlHQ,7
1,n7XtDJQVnxb1UzPPzlOlHQ,2
0,ikqbPYXQNLIvfz0kymBnJA,2
0,r3dO-D1qFn4Jct7KDNvImg,1
1,r3dO-D1qFn4Jct7KDNvImg,2
0,vLiXVP1WHdilv13s5SnnQQ,7
0,R1NlqZdqYbs-KXLPXROS-w,2
0,5xIcqp5q-6mw1FKaKpRCxw,7
0,2b-txFFWmKKq4AL-pnIxZg,2
0,l0qTrHzfkquC144PkJh4Rw,2
0,xHWi7ZQ0zlRoKWlfnmhOYA,2
0,Y9EfIbXryZVWA3IVx86bAw,2
0,5oEyGDeqeXeMfFXZdevtFg,2
0,RO1LyRwH2eZT_eNUN0dC3w,7
1,RO1LyRwH2eZT_eNUN0dC3w,2
0,rugDoz-A6vL-FG-8PbvOag,7
0,eBo_ZnzWshp5Myx7ugbMhw,2
0,YSJ2WaubNxMCnlNsZfIQbQ,2
0,Lb5Gi0VnxwtFXk3sMTSMcQ,2
0,IzUXCIMWeocK1fJHdrgJgA,2
0,LZquQqjVqoWFhVUqfLxUKw,2
0,m5fKuw8ZMfYjJLtcISCORg,2
0,51Fo_uY52A5oaI8YTHU5yg,1
1,51Fo_uY52A5oaI8YTHU5yg,4
2,51Fo_uY52A5oaI8YTHU5yg,7
3,51Fo_uY52A5oaI8YTHU5yg,2
0,L3CwFF0JhicaxVfWzzrEAA,2
0,Qx6IaAjbIECWWaRuqjYMfw,2
0,K3ZZua4ab6YLhPqZ_DEDlw,2
0,cbimTBHAiibDpq8O6mP4VQ,5
1,cbimTBHAiibDpq8O6mP4VQ,2
0,5QPZY59iu3a0C-jWsZR8ow,2
0,QOMipQ_Xd2ISvO0MvAS_xQ,2
0,s-0tlWRv3QQnFEzs5CytRw,2
0,qC8Whdafj7-DQ29b7Rlcdw,2
0,59RdMsr5iXwZnD_qlnPskw,7
0,lM5TtwwucIPIzEPeDqDaEw,2
0,I99hAdRjOW31DfHW6MUqwg,2
0,2UPOe4CTsy57JyBWCjNWbQ,7
1,2UPOe4CTsy57JyBWCjNWbQ,2
0,IHO1oAX0PrEQo5VYuipX7g,5
1,IHO1oAX0PrEQo5VYuipX7g,7
0,LOYex5JW6KuH_4t332wzsQ,2
0,4hWPnJWr1pJYOcI0CGrzWg,8
1,4hWPnJWr1pJYOcI0CGrzWg,7
0,BJxoz5d_Z45JasgZ7o-5_g,1
1,BJxoz5d_Z45JasgZ7o-5_g,4
2,BJxoz5d_Z45JasgZ7o-5_g,2
0,DB36BjmWWPkWqESu9tjIaQ,2
0,MHCH84BAFfYXyY-NujHG7Q,7
0,u6J-aO61VRmS7NKeBzrSjQ,7
1,u6J-aO61VRmS7NKeBzrSjQ,2
0,gkZ6iiEfnO7I2UzOHbkzrA,4
0,CFBnmxqAm4vX6v4BFye70w,7
0,y_ErDiWeXxyYcL1_U966qQ,2
0,LI1pBFuAuen2hD2a5rilug,7
0,BHTpjNMdeja_cg9pRnRBOA,2
0,CQgXWdtFDfshGMVpWqE15A,2
0,sL_JrM7Llw5arZh0-JxZ2g,2
0,zfZvIjyu_hsnrnDcUZuBqQ,2
0,Ds8E5RPjm2UHUemXJVTs3w,7
0,_-pljHy_NUTTdd4dQBL-Yg,2
0,h0jLNrV28BX3AC6yHaN2Kw,2
0,dRFSMj5Q3lro4UDeN6oCQg,7
1,dRFSMj5Q3lro4UDeN6oCQg,2
0,LWIXucbDnKfXt1se2wtqLQ,2
0,8nio_7eFGbCSLhiLwbWvdA,0
1,8nio_7eFGbCSLhiLwbWvdA,2
0,evrQGHs_lC_fmEniotaX8A,2
1,evrQGHs_lC_fmEniotaX8A,4
2,evrQGHs_lC_fmEniotaX8A,7
0,i6-HSvdSaNy-Sr4FXiM9YA,2
0,86Zz4Bysrm6GIBpci955wQ,2
0,FnI_J_T63I3Py7GnnmDaWA,2
1,FnI_J_T63I3Py7GnnmDaWA,4
0,msp4nQ9YPzSA7d6fVbSrAA,2
0,ryqbpGS2tPKo2d9DkEdf4Q,2
0,LsMs0NL9jBukdsPqTP-sOA,2
0,qOFcDjpUw5oeV7LIdDAubg,7
0,cemvFp_hGI_6ev5_pd9Lew,2
0,-jtTmbqX3jeMs4z693SO4w,7
0,9XzPqLGIkuN1rmqWH7aP9A,7
1,9XzPqLGIkuN1rmqWH7aP9A,2
0,fqyKLWyaBHAz8I-FhEsruQ,2
0,7soL3w71DCyyoC9XKLODkw,2
0,bOsKg2PXQeSjTPWYNFnKxw,0
0,nGcfY8qVamkNIW7emQlfSQ,2
0,_6BiItGONFUlzOYEYBMFkA,4
1,_6BiItGONFUlzOYEYBMFkA,2
0,yEHnyZkYPROFuSf8jDfVVA,2
0,13l05k8AeGBJOIp5H4wlIA,2
0,Ct_g_xmNh1wvpfTD-QLI8Q,2
0,8zSe71yhFMeydp1UKJrEEg,2
0,trkKocO5llb_3z54Q01q9w,2
0,TPYRKrXsdUfOUQNFm6w_3w,2
0,S6ACtNZ5wY0EjmK07iWUgg,7
1,S6ACtNZ5wY0EjmK07iWUgg,2
0,CUHE082XLb3X-vKsnFp4aQ,2
0,Wbqv9rUtbNanq-hhegOYsg,6
1,Wbqv9rUtbNanq-hhegOYsg,4
2,Wbqv9rUtbNanq-hhegOYsg,7
0,GLdfpx0O93HoIJfHonV-JQ,7
1,GLdfpx0O93HoIJfHonV-JQ,2
0,UGRRI0KG9S8WI-oWTaPaHA,2
0,iGJ6-XgJrOkEgm-ahmS4sA,0
0,ht70fX_P9ufTqDxIjtbwpA,1
1,ht70fX_P9ufTqDxIjtbwpA,2
0,VkHexf3mBy-8hu2vsSVd4g,2
1,VkHexf3mBy-8hu2vsSVd4g,4
0,e4GIbSFHess2qAopZNzxMQ,2
0,B61ZWIX1AEl76A2WEdDZMw,2
0,mNKL1JPiN2zBrUmIgTM56A,4
1,mNKL1JPiN2zBrUmIgTM56A,7
0,_-OXe_vQnPRZp7-JBqXmbA,2
0,vkffDkvbUwkgEXoBbCAXng,2
0,z_MefzpYwQkxXorCdQTUjw,4
1,z_MefzpYwQkxXorCdQTUjw,2
0,luUGLqA3Gxv5raCJOAzblw,4
1,luUGLqA3Gxv5raCJOAzblw,7
0,zgSZxYaCI0wcMTR0Dxd7oQ,0
1,zgSZxYaCI0wcMTR0Dxd7oQ,2
0,V291Oax3fUUxUzXnOpOqCQ,2
0,Iud8PGRJx53S4zpBVC2pSQ,7
0,L7r4uOZT58z1Vv-rGlSZBg,2
0,kehm5RaeTwFNT43jfm7BSQ,7
1,kehm5RaeTwFNT43jfm7BSQ,2
0,9tXwyr5Yqu4WnuCLOUPtrQ,2
0,IiWJAgqRZnccukTwi_YjvQ,2
0,ssCzAwPICd79FWhkqdpgBg,2
0,-VbtijUhH4xVP7cZbEo6-Q,2
0,XqOSW0xVG7796_l_5-ai1A,2
0,_6BDxk8486ZYiRwpPmQewg,2
0,s4sR4VUo5bzMcpXuiAj-EA,2
0,4sZVseAd2XZrSReEmBlMFQ,2
0,TqDErLK4t0TfSiFzxuocuQ,2
0,t33PAjYsxtFw--8NpLKfNg,7
1,t33PAjYsxtFw--8NpLKfNg,2
0,Lmb-iJGzBu_1W-dEvB3TBQ,6
1,Lmb-iJGzBu_1W-dEvB3TBQ,7
0,CBDzS_gMn_-jO3_4XXVYeA,2
0,XmlF_2NbH65tDiSd2u2M5A,2
0,k2qArgJgsWWrtWT_r0rRlQ,2
0,srk9xvVrkXrEKUP-7oXAfQ,2
0,8o3w3Tu368WTFz45rMLvYQ,7
1,8o3w3Tu368WTFz45rMLvYQ,2
0,t13D7cAJSWtJj19uatqoXA,4
0,4OX0hYoXnXB9ihtptZByug,4
0,s_sEMaNkRtwjEFJfStaOgQ,7
1,s_sEMaNkRtwjEFJfStaOgQ,2
0,EP9K6qXOyHFq_0tp93wh9Q,2
1,EP9K6qXOyHFq_0tp93wh9Q,7
0,LGYzaCmNj3_FiG-r8U1-mw,7
0,wz_wBcvlHhLi6DGKi_MPOw,2
0,YCLI8aFvdM3uUE-MgrPJZQ,2
0,L-vZQuTZFNqjRdXdUnlurQ,4
1,L-vZQuTZFNqjRdXdUnlurQ,2
0,gk3hzKydevLKZ2FVmJdt-A,2
0,jRbCgGm1cpIcBZf-vOhJvA,1
1,jRbCgGm1cpIcBZf-vOhJvA,4
2,jRbCgGm1cpIcBZf-vOhJvA,2
0,FQbLZ_N_VuinjfBFxzK3TQ,7
0,qJcmu67ZEQ4bd1m9Kh_T1w,2
0,MqJlz0N3ujhtZCWnJmOpZg,6
1,MqJlz0N3ujhtZCWnJmOpZg,5
2,MqJlz0N3ujhtZCWnJmOpZg,7
3,MqJlz0N3ujhtZCWnJmOpZg,2
0,47IVPsHZAA0soPvidEnNbw,2
0,LhQ_DPEESCNf-hy-GrrMdQ,2
0,PADyvVwZoY8waIraBOrN7g,2
0,1lOOo2L-Q9jvJAs-nN9dlQ,6
0,JXXjN3mw4zKdBTpRtVQKcg,2
0,0wX-W6ljNl0qJVEaE3tEbQ,2
0,MsWmW4SkisV0uJIBxeNstA,2
0,_vpIEol9cEn3Y3KLpwbGkg,2
0,cg-5DuEk0AMzuILNx8FGtg,2
0,BnbHihkBM50Xq-uBy5bpcg,2
0,_CYSduKMEb9c_q2zX63dmQ,2
0,FzlicQyHeIbLGreKpfrOmw,2
0,UGHVZSx-t_bVeMfFE-MYwQ,2
0,jeL2UXjzEqjAj9hXhIdagg,4
0,3lz2SeaByGnNHkqefOOw7g,7
1,3lz2SeaByGnNHkqefOOw7g,2
0,_GWFsg1dl--bf7SnnCH4zg,2
0,zJo7j03ZP32Ou3YdGh5fQg,2
1,zJo7j03ZP32Ou3YdGh5fQg,4
0,23hSJ8QvSK0J7pcqXARrOA,2
0,jBgAnt-Espd14jxCshc1SQ,2
0,5RZPAro3mrnVVIQ9FESIyw,2
0,K0Cw8KXgF23sEji9TnfBkA,6
1,K0Cw8KXgF23sEji9TnfBkA,7
0,byc92hBKz0DKvjcpl76LRQ,4
1,byc92hBKz0DKvjcpl76LRQ,7
0,wzR95QhtA8xn7cLEfsQWmw,2
0,pIoIdh3M-RQ9ohTtgzGd9A,2
0,14V1okj0kDg2JU6ykdeKLw,2
0,9rqb7gBJPbsFuESZfVMaXQ,6
1,9rqb7gBJPbsFuESZfVMaXQ,7
0,UQxzV_rY0rdbW9pPR2dsTg,2
0,lgxwrbvtz-Vqhc-oryi5qQ,7
0,YvkadIJ-G9OPpnCOSW2ISg,7
1,YvkadIJ-G9OPpnCOSW2ISg,2
0,bjZQ8Ql0QzlRW6GgdgIytw,2
0,yvVJxONMGqOzO1ouw77J3Q,1
1,yvVJxONMGqOzO1ouw77J3Q,2
2,yvVJxONMGqOzO1ouw77J3Q,4
0,u7bo1o8ry-fvb6PbvtZJzQ,2
0,BKlw_Ao7FK01I5j9w_EXwA,4
0,a2NKecVY4wof4NGSc4hFXg,0
0,i92ouDpINZXfL5gov7I5Kw,2
0,oC43ya3FFAG256bEXyXm2g,7
1,oC43ya3FFAG256bEXyXm2g,2
0,RnF36ZCuwHxpoFXf2aXX1g,2
0,OQQEhFY3Nvb5_jkmcQQDyw,2
0,uSRW0_iRB_Ri_qO_fz9VjA,2
0,giGFpZkRy89cUzgTuyfNGA,2
0,9kRo0ULH--EDQwI69Shw-w,0
0,FN1sLS5hfMydZX94SYD1QA,2
0,riwJWxj4850tGBhRahDt7g,5
1,riwJWxj4850tGBhRahDt7g,7
0,5c_jYz4IolgGdrJLabSTew,2
0,8hWGADp-m3NzX1-oSXPwPQ,7
0,NsTtjA9ZuJVr6pHApkOXsw,7
1,NsTtjA9ZuJVr6pHApkOXsw,2
0,T7pfUqFPaxJWLquFePSLcw,2
0,Uz4ezmjEr2SawQL3zRcoZQ,2
0,K32hC2muzKilZkUs9RJhcw,2
0,ojmk4fKI4_8ZqRggwlxUpw,0
0,tILA8ctsD_OZIcM2IfSyQA,2
0,ELgR35KIlpuTMeWi6tFP7g,4
0,ifEkf8JxP3RCBeszcIGLww,2
0,VbzoVWEPSfzaIGBq4KlVwQ,7
1,VbzoVWEPSfzaIGBq4KlVwQ,2
0,z9i9Tym7T64lMDg70Ii9hw,2
0,Tr-8_aJ7VgywoRk3sMC4Ww,2
0,SRg4QRR7xQrZ6cp9u8VX9g,7
0,nTIbCcAYMRrzUm29h0dk8Q,2
0,XIBoAKSB52c3BYXnbLpgaA,4
1,XIBoAKSB52c3BYXnbLpgaA,2
0,h9tUG_bLdX30YAED9q0Fsg,2
0,bS6aPaOR0X6OH4eFeEeUfw,7
0,f3qKagX8q2lnz1O6Ulck7w,2
0,iR5MI7ch9z3AYiqxBVLJLw,7
0,9zOydjYJlIqsnJYtWDNP-A,2
0,P9pwQW2d-M1YgYQH71K-qw,7
1,P9pwQW2d-M1YgYQH71K-qw,2
0,ZlOWflwsH8mMtyMlQgYWZw,5
0,aAslC0l5mZB8oJNbld0byA,2
0,rDy9qZZEq-mbKExVQNTaqQ,7
1,rDy9qZZEq-mbKExVQNTaqQ,2
0,_95ZY2UZrasSfuoDD_E1YA,2
0,f5KbR9Ty05qgJvFbMm7fjA,5
1,f5KbR9Ty05qgJvFbMm7fjA,7
