,review_id,restaurant_id
0,B8uhX84GLkADwdDm6FU5jg,5IFqqWJTaPNoY2ZgRlX73w
0,7yebKqKgrvFPcKHPY9o2fw,hFa7UxRZgJDQJ3UBhQsu9A
0,aGZe9ui6veZ5Te9djrMtbg,MTjS4g__WMgA-PPMjCL4fQ
0,JL-l5t_eEpN4ID2AZdp74g,o8JeOB8HTa5HYHg6hfqTHw
0,tcOpVaAMQ8yt-d-YJkOgog,uoMWvXch6sWnI9FMsE_-Vg
0,NAAAQ6ukX9m2B0SlTLrIPA,B6zs6ywn7TfhOmmDtuWQkw
0,YS3l7lhlFUmAxbw-11qWCQ,MZW_eTFYFBvHYg5OFqDRCA
0,rTs_3sKBgIoM0tesu_6t-A,ixsljpxu56VCTtayIELqUg
0,PNghK73Ye-RW7_bKZwFlrg,mtowE4p6gOgyGrHAsMz-rg
0,1-agEFiZkkI6vm2ppBHyFg,mtowE4p6gOgyGrHAsMz-rg
0,8la7nMPdxI3T6ZWVY2DhWw,uoMWvXch6sWnI9FMsE_-Vg
0,f5v-FFEXa3MKGPyb2WUNbQ,Dy91wdWkwtI_qgjAIZ0Niw
0,GtkNOuCYl66VMWmOmqYlYw,ThZyytdc_kj2uBYFiSao-A
0,0EgES6RKNhRxxOIhGx95Yg,jVJH1KfitQi87MYMh6vyMg
0,mvwgkhfuJttyfTrhOeVqJQ,MZW_eTFYFBvHYg5OFqDRCA
0,Mmcqfx5gAx0jEyDXKW0QvA,psD0qpCK-iENFO9c8hmnkw
0,gR6MrCQCY9wiNOSd1hp8hQ,k9W1gDPg4TziOTqY_xjTyQ
0,pg2za6H_QD_6vnRw68EyOw,A_-Vv5oKZNqxsV69_7E2KQ
0,nIWMtsR8-Rj7mEZj66YdQQ,ThZyytdc_kj2uBYFiSao-A
0,gK-l7Xm62UFy5KDRTWEyFw,_NhT0A3LUEd75L_cEXf2_A
0,XfPi2cZUkM5lnFi_0tW1yQ,hFa7UxRZgJDQJ3UBhQsu9A
0,gfmugEMgNsVpcYAsSH3Vhg,A_-Vv5oKZNqxsV69_7E2KQ
0,Mod56GW80UZGs48lcnbKyQ,7Ld1DxAhSlGSateku0iqbg
0,XzhmqiRCaP2jcoq88UX-zg,iCfB58Cvb_rw_SDAgPXLfA
0,kY_ibCGPgOp9BatervWeaw,A_-Vv5oKZNqxsV69_7E2KQ
0,3FRaPL0Do-KaAJLp5NT-aA,hFa7UxRZgJDQJ3UBhQsu9A
0,vVrgfNnozyz02xWeD8RC6Q,uoMWvXch6sWnI9FMsE_-Vg
0,EZ1aOiQeVeYZnVLYxOjpow,ThZyytdc_kj2uBYFiSao-A
0,HNSqS2SnnRmIQ7cWWCSS_w,_BqPnypB6wPZRPbEqtKy6A
0,Gz0Q7noWblTHPGgmh5H9dg,uoMWvXch6sWnI9FMsE_-Vg
0,c0at8AocKK_mp-8PIkht8Q,xtbAqP_Ftb3kYJ53Hv6H5w
0,EDTxNgMlqi3lV63wcMqWUQ,19fHbf0qzihtEtXQZ2ntww
0,qCOOMNNluFGbAH0ZSzXieg,xtbAqP_Ftb3kYJ53Hv6H5w
0,ETCZ61rx1DvKOWcDCp5YEw,hFa7UxRZgJDQJ3UBhQsu9A
0,KEtuoynDXNWWVUCjFefg4A,s-7Q1GAQmB-Qsm_UwviHVA
0,430uBHvWMzZlaRcOdZ78Eg,iJKOUYgigs4VYsWny6AtEA
0,Lf48-ymEO4itMIwKaeXJbw,5R6YO6K9PkthkTbXqV9slQ
0,tRT3B_85fdkADaDLlhfCeA,7O7YHTUB3uqXHsQSLKR0SA
0,0cTY-97LAPbXbAHZYgFTtw,ulwns2OavT81v6zG-Sk6ng
0,zRhMhAMXqUq3Iai90ONB_w,A_-Vv5oKZNqxsV69_7E2KQ
0,xTWaBLIPRZAgDNh0bU2_-A,i2qrXvLkhyG4xyRI-ddcZA
0,wIGSWCcby87vDblM5ubTFg,A_-Vv5oKZNqxsV69_7E2KQ
0,qksrHSAVMq8jArTqIIDL5Q,k9W1gDPg4TziOTqY_xjTyQ
0,Bo3i1F_M3dyZzvkterQyZQ,ThZyytdc_kj2uBYFiSao-A
0,F49Tjz8F_IsoC75j65wm7A,OlOVRlcEstxKK_6hMjy63A
0,0F9opPQYXLlN0GE_whWVIQ,OlOVRlcEstxKK_6hMjy63A
0,25UghdGOaXUWeS0B6WNAZw,1Ye_elsSB-XjKgWAHDwPbw
0,jnVgf1c9_2fzBj8iaZ0M_Q,7O7YHTUB3uqXHsQSLKR0SA
0,YSsVyv8kTPDo378seKedHA,A_-Vv5oKZNqxsV69_7E2KQ
0,LhK_BXNipLdD7QIGS3ycJw,UZkuF34Plfao49I9dylzXg
0,K_nm_-d2IsKHJbudJRIkLA,jVJH1KfitQi87MYMh6vyMg
0,sdafClToP0erkjLnX1MfRw,fLeD_h6uD4yEN2ciI08RiA
0,UxGBK3Ugcs9x5HJONRgKPQ,o8JeOB8HTa5HYHg6hfqTHw
0,t3961-lcaVdEbigkHar3oQ,psD0qpCK-iENFO9c8hmnkw
0,s5tArudxKoAaGrpgxMuQlw,_BqPnypB6wPZRPbEqtKy6A
0,URc0FPp51Crml1ISkh72Wg,CKKY7kxtznKVzm9FBzAL4w
0,LOG4Mg_7is41HumUO9ZGZg,iXemjTj5TOByT1-cNTSaDw
0,NBPDRUNwwHgwyrOVu0-FRg,OlOVRlcEstxKK_6hMjy63A
0,VwTFaJ5puGaoDQj0fJCzMg,_BqPnypB6wPZRPbEqtKy6A
0,11eoWaPwQh-EFjDZpjKNUA,psD0qpCK-iENFO9c8hmnkw
0,iUaqiRJXl95CXMpIJRwRuw,7O7YHTUB3uqXHsQSLKR0SA
0,eVgOdgx7zQMMgTIPFzfS5A,mtowE4p6gOgyGrHAsMz-rg
0,WhSFtB2FM39kAlriiYKqqA,ZB2T9dwB4vhHPsJC_4eOnw
0,LvqZRJyDld-8C0-fkcM5Fg,iCfB58Cvb_rw_SDAgPXLfA
0,veMhANq3SfleUS9Px3DZWg,qmDm7guS7TAZTSDFYY2bug
0,fcrrl8Y_GY9aC_4oDjqAyw,ThZyytdc_kj2uBYFiSao-A
0,FlFia7rlslms0dBS8-x4aw,jVJH1KfitQi87MYMh6vyMg
0,y5U-F9BSBi50pqgfz27Seg,MTjS4g__WMgA-PPMjCL4fQ
0,cO6oOB_4wLIcL7rEG1fnag,LSxmfbgcZLdQ5ai2vf2nmA
0,XaWRDczGm8iBI446e2drQQ,MZW_eTFYFBvHYg5OFqDRCA
0,TmuZ2lADv28WDmgs3h2shg,5IFqqWJTaPNoY2ZgRlX73w
0,_1DGOfbHmuPqX6DMJeXaAA,iJKOUYgigs4VYsWny6AtEA
0,mUr9iZEt5s4yF5HLpszMbg,i2qrXvLkhyG4xyRI-ddcZA
0,9cyiupak6pnk0iGEHQ7ptw,7Ld1DxAhSlGSateku0iqbg
0,iE-8zmTmlhn8GYGx5LIQgA,5R6YO6K9PkthkTbXqV9slQ
0,l44v2HCY5AKI99OGHV70cA,uoMWvXch6sWnI9FMsE_-Vg
0,iI5klWpz7AiU23_-u8quYQ,W6S482dRQ_9nCcLjfv8VNg
0,ehL339SGQuCWQ6XTS23org,MZW_eTFYFBvHYg5OFqDRCA
0,7kvxG1fXSZMmuK4VCsA1Nw,19fHbf0qzihtEtXQZ2ntww
0,A6tEKUwSbFqLgiJ__puueA,hFa7UxRZgJDQJ3UBhQsu9A
0,mBHvJg2-j3hiI_OJYVaMXg,EROSyhoWNCUH53NrDrsHgQ
0,NqRDu-6c76ekxbz1YMMyRw,uoMWvXch6sWnI9FMsE_-Vg
0,BNR2JezNsEHZr8zsG-BycA,A_-Vv5oKZNqxsV69_7E2KQ
0,2riICZzL5V1bXooyTIUcJQ,7Ld1DxAhSlGSateku0iqbg
0,Ic1D-EvQ62WskHdQ_JGtcQ,5IFqqWJTaPNoY2ZgRlX73w
0,g6hM9bGthfMw5hFA0OKwVQ,A_-Vv5oKZNqxsV69_7E2KQ
0,SIOzEXbAWkAEksEvgZxtbA,ZB2T9dwB4vhHPsJC_4eOnw
0,Edi8fRckkFTMJQMksOC9zg,f9iPWhAeA_IKCF-aPcud1A
0,8j1-extTWu8eo3puOHKVaw,OlOVRlcEstxKK_6hMjy63A
0,OjFw55RXSWEf28fEZif9BA,MZW_eTFYFBvHYg5OFqDRCA
0,RKD_ON6_iTybbTScGMYwjA,hFa7UxRZgJDQJ3UBhQsu9A
0,DvMtsr_xVxrh9TDNBHRyPQ,c4D851qxOujE5KTH8upXTA
0,EzXWpnRhLlTYMxRMMHQlnw,EROSyhoWNCUH53NrDrsHgQ
0,tyKkDltL73BPA3jsujfMVA,uoMWvXch6sWnI9FMsE_-Vg
0,Z2lr9TNhOt1kw1Tbb8AJvg,19fHbf0qzihtEtXQZ2ntww
0,Fd6uxAVSTtZaVSThwUdmcQ,c4D851qxOujE5KTH8upXTA
0,CrIfYEB4TLcrffjny4V4iQ,jVJH1KfitQi87MYMh6vyMg
0,TaI36Dww2QEiQgZY4yNx9w,MZW_eTFYFBvHYg5OFqDRCA
0,X9WsL-_ytfIKL0pd6s4ypQ,OlOVRlcEstxKK_6hMjy63A
0,kdHnQUORsLQnNf3eKOmy9Q,yDiWYpuzRxcTgSi_O4JZpQ
0,KgO3OvIVkSSl5oxULhUyuQ,LSxmfbgcZLdQ5ai2vf2nmA
0,9j3ys6rv_XMHEGQP2MmDBg,yDiWYpuzRxcTgSi_O4JZpQ
0,l86ucMGny2ZDenXY-kfnuA,fLeD_h6uD4yEN2ciI08RiA
0,tnHFLpktK_0zc8Yfx9uQ3Q,yDiWYpuzRxcTgSi_O4JZpQ
0,IY2bhuvpd3AWuWHM-IjF2w,k9W1gDPg4TziOTqY_xjTyQ
0,PlLCLJXStD8cok9qVriMEg,fLeD_h6uD4yEN2ciI08RiA
0,08fJPn2PjtAhjoF4TBWMlg,uoMWvXch6sWnI9FMsE_-Vg
0,rod_b6WiX6tD7jEHfUjJRg,5RtAJPXFLTzwALIe1mtNuA
0,O1ir9ZS3eqEkiIp_DnFKkA,OlOVRlcEstxKK_6hMjy63A
0,xoqFFT7JAIjuiF7LJAvamw,iXemjTj5TOByT1-cNTSaDw
0,jcKqlrIdx0lFakIrVA2U6w,1Ye_elsSB-XjKgWAHDwPbw
0,I8s4Kel5T95cdNO9Ku9S2A,LSxmfbgcZLdQ5ai2vf2nmA
0,oSt7_HcMZQlq_X4M_1PqaA,_BqPnypB6wPZRPbEqtKy6A
0,9QNC-FNmA__dnD4Dk6910Q,sKQ0KYon7eT6xEnCpb18aw
0,MxRAHeIhkBn7Wlw6X4w5OQ,5RtAJPXFLTzwALIe1mtNuA
0,g9T24ZZDHknQVS1uw9bVAA,hFa7UxRZgJDQJ3UBhQsu9A
0,HO7Pse0LHR8xCy4teCKLmA,OlOVRlcEstxKK_6hMjy63A
0,eOv7gBL_nMChz670n-YD8w,jVJH1KfitQi87MYMh6vyMg
0,Z0nnHRW3DoLs_IVHA7M21A,OGbdvZAvSZ30l8sde9GSwQ
0,zbJ5z-LgD8g0VMjEsosUfQ,yDiWYpuzRxcTgSi_O4JZpQ
0,WJWrEJQu5pHMwm5Yt4Dupw,mtowE4p6gOgyGrHAsMz-rg
0,W6l1m8H1f7iO1G8HdKUDOQ,iCfB58Cvb_rw_SDAgPXLfA
0,aCVtkKHzVexxw7kLWu4WdQ,iXemjTj5TOByT1-cNTSaDw
0,frCh-i2vI1rp7wN4u3KO_Q,MZW_eTFYFBvHYg5OFqDRCA
0,j4q93mTokUZnmK-X7I9Afw,ThZyytdc_kj2uBYFiSao-A
0,ZZKbwgk6nkxYXnx_3A7WYg,iCfB58Cvb_rw_SDAgPXLfA
0,6pNwp6XFLp0alZotf6cGVw,c4D851qxOujE5KTH8upXTA
0,2feAogtHwpqEckC9lAzVrw,k9W1gDPg4TziOTqY_xjTyQ
0,X9YOqbZgghbYv9O9keYb8Q,SkWaAf50KiN2m0zXfnAuiA
0,PySov5aFuYrznFpFuijOnA,19fHbf0qzihtEtXQZ2ntww
0,ncxnwa48LaJqbM4nka7ygA,o8JeOB8HTa5HYHg6hfqTHw
0,rObal2ELFeWkaziGv7ExYg,1Ye_elsSB-XjKgWAHDwPbw
0,rRtQJHbhZ0PxP9aHajRsUw,ScXJHSCceQao6K87VK199Q
0,zoquep2X5rMW8TiFK7gvcw,yDiWYpuzRxcTgSi_O4JZpQ
0,xxWxz_BbVeoZ-52q4xpGhw,jVJH1KfitQi87MYMh6vyMg
0,iBx3lVU5OTch1RKH4SyYuw,iCfB58Cvb_rw_SDAgPXLfA
0,q1f2ntPyVu9SKsQ0GJusmw,LSxmfbgcZLdQ5ai2vf2nmA
0,gFLCA0LSV7PezCDN2NOQcA,iJKOUYgigs4VYsWny6AtEA
0,Qkf4sCaX5OcYdY2MqdH8cQ,W6S482dRQ_9nCcLjfv8VNg
0,5ywSoyH2gR92jjFhrhyjTQ,5RtAJPXFLTzwALIe1mtNuA
0,xpszhdhxLQMg7RpZODrG0w,mtowE4p6gOgyGrHAsMz-rg
0,c-5kmvzT5e39FApkqVwuyg,uoMWvXch6sWnI9FMsE_-Vg
0,OUlnmjYzLqQot7Pdaiiu2w,ThZyytdc_kj2uBYFiSao-A
0,YIab55aRU2FyDEQyz8GtGw,1Ye_elsSB-XjKgWAHDwPbw
0,KKXiRs0QLLtWJsnkaRhCBQ,A_-Vv5oKZNqxsV69_7E2KQ
0,NH3XAmDnLOT_GPu520hZYA,B6zs6ywn7TfhOmmDtuWQkw
0,MglB3T5a4m7OcHVxCyfwrQ,B6zs6ywn7TfhOmmDtuWQkw
0,sSDOTcZzh3p4fZKtzAkUIA,OlOVRlcEstxKK_6hMjy63A
0,AuE3L0May7cZ2USgBPh-Sg,xtbAqP_Ftb3kYJ53Hv6H5w
0,HRRrGWRG5iMcxNhPhPElZg,A_-Vv5oKZNqxsV69_7E2KQ
0,H702bwF8Bg4aI5IYE2aMKQ,Dy91wdWkwtI_qgjAIZ0Niw
0,x5SRM16T4Bi7LdyQ24o8XQ,1Ye_elsSB-XjKgWAHDwPbw
0,VZhXX-HgJaNij-8gurpXiQ,uoMWvXch6sWnI9FMsE_-Vg
0,NV-_fgpCqJnIy8uUwmVy9A,MZW_eTFYFBvHYg5OFqDRCA
0,ODOtyFwa_Omhk6SbW8giVA,jVJH1KfitQi87MYMh6vyMg
0,lCVsCaxtTmDZIPIY9WwNrw,ZB2T9dwB4vhHPsJC_4eOnw
0,mi1daRPavrnopmjYIC6yfA,5RtAJPXFLTzwALIe1mtNuA
0,pBbTxYa9ssFSYaFjLGkHBA,ThZyytdc_kj2uBYFiSao-A
0,DQyoqDO-3SmXKe1aeSf8uQ,OlOVRlcEstxKK_6hMjy63A
0,9TY1dt74tlGDgC7PzSpdnA,ThZyytdc_kj2uBYFiSao-A
0,p8Zq8u1HxroOPNnrCeRjUQ,ThZyytdc_kj2uBYFiSao-A
0,UxDiGMQ-d5m7nx6888Daqg,CKKY7kxtznKVzm9FBzAL4w
0,HSY_w9kd3q0el4LjcKX8Ag,ThZyytdc_kj2uBYFiSao-A
0,evoqYxycIRxbiw7ghAqIrA,ixsljpxu56VCTtayIELqUg
0,qP9BVSCYGjIFFKSOfHGSEA,W6S482dRQ_9nCcLjfv8VNg
0,qZhV_g1S2qMFKgHCmE4pWQ,A_-Vv5oKZNqxsV69_7E2KQ
0,1v8eBr9gLewGBvDGB2F0Tw,hFa7UxRZgJDQJ3UBhQsu9A
0,Us7kvWp4F97WV4hxOtGR0w,5RtAJPXFLTzwALIe1mtNuA
0,KmJWctQDYbZReuRjb-e_Cg,5IFqqWJTaPNoY2ZgRlX73w
0,MqqHW0zBOEsQXl5s29EhWQ,o8JeOB8HTa5HYHg6hfqTHw
0,XiK5kNXKaxFTqGQd0tQoew,OlOVRlcEstxKK_6hMjy63A
0,4lG2u3eMcE8yQWeyH2gczw,o8JeOB8HTa5HYHg6hfqTHw
0,nd-Lp7zKlsu-xFoe1oLbBg,7O7YHTUB3uqXHsQSLKR0SA
0,XiQmR3Nc-IB-vqCnZfzesw,uoMWvXch6sWnI9FMsE_-Vg
0,QA3YT-t3d5Ddkj4sqKTNiQ,EROSyhoWNCUH53NrDrsHgQ
0,Jt3ufXuXtx2EmafvkxcANA,OlOVRlcEstxKK_6hMjy63A
0,Egq0B3jnpeXJZ47USQTUGw,Dy91wdWkwtI_qgjAIZ0Niw
0,T0rRfqkTVDECzlzbDyoX7g,CKKY7kxtznKVzm9FBzAL4w
0,NsfcipXAR0etuuza2sYVxg,qmDm7guS7TAZTSDFYY2bug
0,uNF9IZD2YnADYksMbmymdg,Dy91wdWkwtI_qgjAIZ0Niw
0,sZ0FRZKNOTILEp4WaYsBVg,hFa7UxRZgJDQJ3UBhQsu9A
0,0csx6oqWeMPKczNgbSAriA,OlOVRlcEstxKK_6hMjy63A
0,yPSuZcoeD68uGnA4Y33InA,mtowE4p6gOgyGrHAsMz-rg
0,rawlDQ_RkA7YOuZijZ3N7g,7O7YHTUB3uqXHsQSLKR0SA
0,HZXjyV8DGoth3sxto2Kr2Q,MZW_eTFYFBvHYg5OFqDRCA
0,U8vTazPzK4deqtg1IVhxXQ,LSxmfbgcZLdQ5ai2vf2nmA
0,T5RPp2QioX2gD629gZi_1g,hFa7UxRZgJDQJ3UBhQsu9A
0,8sow5ZrKyE2DyNjw2vYHrw,uoMWvXch6sWnI9FMsE_-Vg
0,lddqlrR_V9MDZlZDM41d6A,LSxmfbgcZLdQ5ai2vf2nmA
0,fuaWXm4tsWFOQBLCKk4Ebw,5ODCsQbRdsFIWlypGF3iUw
0,DBKFWfilsjU-k1cR1pnHpg,ulwns2OavT81v6zG-Sk6ng
0,lkcwx87jkhLQxJ6w092fJQ,uoMWvXch6sWnI9FMsE_-Vg
0,TUTz6IngSrSY_2uX7RhB9Q,ThZyytdc_kj2uBYFiSao-A
0,HoGa4YFZU6WW5GQfdNmsKQ,ThZyytdc_kj2uBYFiSao-A
0,uCsWwWnciC0BkuX0Fv1UWw,fLeD_h6uD4yEN2ciI08RiA
0,mjk2OW1JxkJNAbojC-egZQ,MZW_eTFYFBvHYg5OFqDRCA
0,2gAnP_bCNscRLRpRORj9BQ,o8JeOB8HTa5HYHg6hfqTHw
0,VmoXE7C-Tk2I14by5oTQ1w,hFa7UxRZgJDQJ3UBhQsu9A
0,NjpyaAbWl1zAqxvV15W2RQ,yDiWYpuzRxcTgSi_O4JZpQ
0,bdR4R67D2oGrfgMeSZrwjQ,3zWNxtRhyR4rLPfXyQgSyw
0,j_i-KAoHoGNwE44-Qm6Tjw,A_-Vv5oKZNqxsV69_7E2KQ
0,uJZtPgTeVllLnZOLC56e3A,OlOVRlcEstxKK_6hMjy63A
