reviews_id:ID(reviews),stars,useful,cool
-qEB9-7S7VqHxwCDbKZj0w,4,2,0
8hIUk_To8ax8pSGZar2bZA,5,0,0
bvvmz7DXY7Hz4Rb0TOiPig,5,0,0
ssxstq3ZEe02ASu1Fq-LaA,4,0,0
fWZVkadgW5u8gA89kFHg1w,4,1,0
s2XyQjZnUCLhoe5z0UNEwA,2,0,1
fUpXRkpp3pl4gMzj2A7pbw,4,2,0
dPTVougMrTQXyl3Cb-fRSg,4,1,0
B8uhX84GLkADwdDm6FU5jg,5,0,0
7yebKqKgrvFPcKHPY9o2fw,3,0,0
aGZe9ui6veZ5Te9djrMtbg,3,2,1
JL-l5t_eEpN4ID2AZdp74g,5,3,0
tcOpVaAMQ8yt-d-YJkOgog,4,0,0
NAAAQ6ukX9m2B0SlTLrIPA,1,1,0
YS3l7lhlFUmAxbw-11qWCQ,2,0,0
rTs_3sKBgIoM0tesu_6t-A,4,0,0
PNghK73Ye-RW7_bKZwFlrg,3,0,0
1-agEFiZkkI6vm2ppBHyFg,3,1,0
8la7nMPdxI3T6ZWVY2DhWw,3,0,0
f5v-FFEXa3MKGPyb2WUNbQ,5,2,0
GtkNOuCYl66VMWmOmqYlYw,1,3,1
0EgES6RKNhRxxOIhGx95Yg,4,0,0
mvwgkhfuJttyfTrhOeVqJQ,1,0,0
Mmcqfx5gAx0jEyDXKW0QvA,5,1,0
gR6MrCQCY9wiNOSd1hp8hQ,2,2,0
pg2za6H_QD_6vnRw68EyOw,4,0,0
nIWMtsR8-Rj7mEZj66YdQQ,2,1,0
gK-l7Xm62UFy5KDRTWEyFw,5,2,0
XfPi2cZUkM5lnFi_0tW1yQ,2,4,1
gfmugEMgNsVpcYAsSH3Vhg,4,0,0
Mod56GW80UZGs48lcnbKyQ,4,0,0
XzhmqiRCaP2jcoq88UX-zg,5,0,0
kY_ibCGPgOp9BatervWeaw,5,0,0
3FRaPL0Do-KaAJLp5NT-aA,2,1,0
vVrgfNnozyz02xWeD8RC6Q,4,1,0
EZ1aOiQeVeYZnVLYxOjpow,1,2,1
HNSqS2SnnRmIQ7cWWCSS_w,1,0,0
Gz0Q7noWblTHPGgmh5H9dg,5,1,0
c0at8AocKK_mp-8PIkht8Q,1,1,0
EDTxNgMlqi3lV63wcMqWUQ,3,4,1
qCOOMNNluFGbAH0ZSzXieg,4,5,1
ETCZ61rx1DvKOWcDCp5YEw,5,1,0
KEtuoynDXNWWVUCjFefg4A,2,0,0
430uBHvWMzZlaRcOdZ78Eg,4,0,0
Lf48-ymEO4itMIwKaeXJbw,5,3,1
tRT3B_85fdkADaDLlhfCeA,2,0,0
0cTY-97LAPbXbAHZYgFTtw,4,1,0
zRhMhAMXqUq3Iai90ONB_w,5,2,1
xTWaBLIPRZAgDNh0bU2_-A,3,0,0
wIGSWCcby87vDblM5ubTFg,5,1,0
qksrHSAVMq8jArTqIIDL5Q,3,1,0
Bo3i1F_M3dyZzvkterQyZQ,2,0,0
F49Tjz8F_IsoC75j65wm7A,3,1,0
0F9opPQYXLlN0GE_whWVIQ,1,0,0
25UghdGOaXUWeS0B6WNAZw,1,0,0
jnVgf1c9_2fzBj8iaZ0M_Q,5,0,0
YSsVyv8kTPDo378seKedHA,4,0,0
LhK_BXNipLdD7QIGS3ycJw,5,1,1
K_nm_-d2IsKHJbudJRIkLA,5,0,0
sdafClToP0erkjLnX1MfRw,3,0,0
UxGBK3Ugcs9x5HJONRgKPQ,4,0,1
t3961-lcaVdEbigkHar3oQ,3,1,0
s5tArudxKoAaGrpgxMuQlw,3,1,0
URc0FPp51Crml1ISkh72Wg,2,0,0
LOG4Mg_7is41HumUO9ZGZg,4,1,0
NBPDRUNwwHgwyrOVu0-FRg,2,0,0
VwTFaJ5puGaoDQj0fJCzMg,3,0,0
11eoWaPwQh-EFjDZpjKNUA,3,0,0
iUaqiRJXl95CXMpIJRwRuw,1,2,0
eVgOdgx7zQMMgTIPFzfS5A,3,1,1
WhSFtB2FM39kAlriiYKqqA,5,0,0
LvqZRJyDld-8C0-fkcM5Fg,5,0,0
veMhANq3SfleUS9Px3DZWg,5,1,0
fcrrl8Y_GY9aC_4oDjqAyw,1,1,1
FlFia7rlslms0dBS8-x4aw,5,0,0
y5U-F9BSBi50pqgfz27Seg,2,0,1
cO6oOB_4wLIcL7rEG1fnag,4,0,0
XaWRDczGm8iBI446e2drQQ,4,0,0
TmuZ2lADv28WDmgs3h2shg,4,0,0
_1DGOfbHmuPqX6DMJeXaAA,5,1,0
mUr9iZEt5s4yF5HLpszMbg,1,1,0
9cyiupak6pnk0iGEHQ7ptw,5,1,2
iE-8zmTmlhn8GYGx5LIQgA,3,1,0
l44v2HCY5AKI99OGHV70cA,3,1,0
iI5klWpz7AiU23_-u8quYQ,4,5,0
ehL339SGQuCWQ6XTS23org,1,0,0
7kvxG1fXSZMmuK4VCsA1Nw,5,0,0
A6tEKUwSbFqLgiJ__puueA,4,0,0
mBHvJg2-j3hiI_OJYVaMXg,2,0,0
NqRDu-6c76ekxbz1YMMyRw,5,1,0
BNR2JezNsEHZr8zsG-BycA,4,0,0
2riICZzL5V1bXooyTIUcJQ,4,0,0
Ic1D-EvQ62WskHdQ_JGtcQ,1,5,1
g6hM9bGthfMw5hFA0OKwVQ,3,0,0
SIOzEXbAWkAEksEvgZxtbA,4,0,0
Edi8fRckkFTMJQMksOC9zg,5,1,1
8j1-extTWu8eo3puOHKVaw,1,1,0
OjFw55RXSWEf28fEZif9BA,4,0,0
RKD_ON6_iTybbTScGMYwjA,3,1,0
DvMtsr_xVxrh9TDNBHRyPQ,1,2,0
EzXWpnRhLlTYMxRMMHQlnw,5,0,0
tyKkDltL73BPA3jsujfMVA,4,1,0
Z2lr9TNhOt1kw1Tbb8AJvg,5,0,0
Fd6uxAVSTtZaVSThwUdmcQ,1,1,0
CrIfYEB4TLcrffjny4V4iQ,4,0,0
TaI36Dww2QEiQgZY4yNx9w,2,0,0
X9WsL-_ytfIKL0pd6s4ypQ,5,0,0
kdHnQUORsLQnNf3eKOmy9Q,5,1,0
KgO3OvIVkSSl5oxULhUyuQ,4,2,0
9j3ys6rv_XMHEGQP2MmDBg,5,0,1
l86ucMGny2ZDenXY-kfnuA,5,0,7
tnHFLpktK_0zc8Yfx9uQ3Q,5,0,0
IY2bhuvpd3AWuWHM-IjF2w,1,1,0
PlLCLJXStD8cok9qVriMEg,5,1,0
08fJPn2PjtAhjoF4TBWMlg,5,0,0
rod_b6WiX6tD7jEHfUjJRg,5,0,0
O1ir9ZS3eqEkiIp_DnFKkA,4,1,1
xoqFFT7JAIjuiF7LJAvamw,5,0,0
jcKqlrIdx0lFakIrVA2U6w,5,0,0
I8s4Kel5T95cdNO9Ku9S2A,5,0,0
oSt7_HcMZQlq_X4M_1PqaA,5,1,0
9QNC-FNmA__dnD4Dk6910Q,5,0,0
MxRAHeIhkBn7Wlw6X4w5OQ,5,0,0
g9T24ZZDHknQVS1uw9bVAA,3,2,0
HO7Pse0LHR8xCy4teCKLmA,4,0,0
eOv7gBL_nMChz670n-YD8w,5,1,0
Z0nnHRW3DoLs_IVHA7M21A,5,2,0
zbJ5z-LgD8g0VMjEsosUfQ,5,0,0
WJWrEJQu5pHMwm5Yt4Dupw,4,0,0
W6l1m8H1f7iO1G8HdKUDOQ,4,0,0
aCVtkKHzVexxw7kLWu4WdQ,4,0,0
frCh-i2vI1rp7wN4u3KO_Q,5,0,0
j4q93mTokUZnmK-X7I9Afw,1,2,1
ZZKbwgk6nkxYXnx_3A7WYg,4,1,2
6pNwp6XFLp0alZotf6cGVw,1,0,0
2feAogtHwpqEckC9lAzVrw,1,0,0
X9YOqbZgghbYv9O9keYb8Q,5,0,0
PySov5aFuYrznFpFuijOnA,5,0,0
ncxnwa48LaJqbM4nka7ygA,5,0,0
rObal2ELFeWkaziGv7ExYg,4,0,0
rRtQJHbhZ0PxP9aHajRsUw,5,3,1
zoquep2X5rMW8TiFK7gvcw,2,3,0
xxWxz_BbVeoZ-52q4xpGhw,1,0,0
iBx3lVU5OTch1RKH4SyYuw,5,0,0
q1f2ntPyVu9SKsQ0GJusmw,3,0,0
gFLCA0LSV7PezCDN2NOQcA,2,0,0
Qkf4sCaX5OcYdY2MqdH8cQ,3,0,0
5ywSoyH2gR92jjFhrhyjTQ,1,0,0
xpszhdhxLQMg7RpZODrG0w,3,0,0
c-5kmvzT5e39FApkqVwuyg,4,2,1
OUlnmjYzLqQot7Pdaiiu2w,1,5,1
YIab55aRU2FyDEQyz8GtGw,1,0,0
KKXiRs0QLLtWJsnkaRhCBQ,2,0,0
NH3XAmDnLOT_GPu520hZYA,5,0,0
MglB3T5a4m7OcHVxCyfwrQ,5,3,1
sSDOTcZzh3p4fZKtzAkUIA,4,1,0
AuE3L0May7cZ2USgBPh-Sg,3,1,0
HRRrGWRG5iMcxNhPhPElZg,5,0,0
H702bwF8Bg4aI5IYE2aMKQ,4,0,1
x5SRM16T4Bi7LdyQ24o8XQ,5,0,0
VZhXX-HgJaNij-8gurpXiQ,5,0,0
NV-_fgpCqJnIy8uUwmVy9A,4,0,0
ODOtyFwa_Omhk6SbW8giVA,5,0,0
lCVsCaxtTmDZIPIY9WwNrw,5,2,1
mi1daRPavrnopmjYIC6yfA,1,1,0
pBbTxYa9ssFSYaFjLGkHBA,3,1,0
DQyoqDO-3SmXKe1aeSf8uQ,4,2,1
9TY1dt74tlGDgC7PzSpdnA,1,2,1
p8Zq8u1HxroOPNnrCeRjUQ,4,0,0
UxDiGMQ-d5m7nx6888Daqg,1,0,0
HSY_w9kd3q0el4LjcKX8Ag,1,1,1
evoqYxycIRxbiw7ghAqIrA,3,2,0
qP9BVSCYGjIFFKSOfHGSEA,2,0,0
qZhV_g1S2qMFKgHCmE4pWQ,1,1,0
1v8eBr9gLewGBvDGB2F0Tw,4,0,0
Us7kvWp4F97WV4hxOtGR0w,4,0,0
KmJWctQDYbZReuRjb-e_Cg,2,4,0
MqqHW0zBOEsQXl5s29EhWQ,3,2,0
XiK5kNXKaxFTqGQd0tQoew,5,0,0
4lG2u3eMcE8yQWeyH2gczw,5,0,0
nd-Lp7zKlsu-xFoe1oLbBg,5,0,0
XiQmR3Nc-IB-vqCnZfzesw,5,0,0
QA3YT-t3d5Ddkj4sqKTNiQ,5,0,0
Jt3ufXuXtx2EmafvkxcANA,5,0,0
Egq0B3jnpeXJZ47USQTUGw,4,0,0
T0rRfqkTVDECzlzbDyoX7g,4,4,0
NsfcipXAR0etuuza2sYVxg,1,2,2
uNF9IZD2YnADYksMbmymdg,4,0,0
sZ0FRZKNOTILEp4WaYsBVg,5,1,0
0csx6oqWeMPKczNgbSAriA,4,0,0
yPSuZcoeD68uGnA4Y33InA,2,0,0
rawlDQ_RkA7YOuZijZ3N7g,4,0,0
HZXjyV8DGoth3sxto2Kr2Q,2,0,0
U8vTazPzK4deqtg1IVhxXQ,2,3,0
T5RPp2QioX2gD629gZi_1g,4,2,1
8sow5ZrKyE2DyNjw2vYHrw,4,0,0
lddqlrR_V9MDZlZDM41d6A,4,1,0
fuaWXm4tsWFOQBLCKk4Ebw,5,0,0
DBKFWfilsjU-k1cR1pnHpg,4,3,5
lkcwx87jkhLQxJ6w092fJQ,5,0,0
TUTz6IngSrSY_2uX7RhB9Q,2,2,1
HoGa4YFZU6WW5GQfdNmsKQ,2,2,0
uCsWwWnciC0BkuX0Fv1UWw,5,3,2
mjk2OW1JxkJNAbojC-egZQ,1,1,0
2gAnP_bCNscRLRpRORj9BQ,5,0,0
VmoXE7C-Tk2I14by5oTQ1w,5,0,0
NjpyaAbWl1zAqxvV15W2RQ,5,0,0
bdR4R67D2oGrfgMeSZrwjQ,1,0,0
j_i-KAoHoGNwE44-Qm6Tjw,2,0,0
uJZtPgTeVllLnZOLC56e3A,2,0,0
BmPQAATsTAfOzDS9WlzGtQ,5,0,0
nxwgRdmTtOCc8KV1HzAuAg,2,4,0
Z6-pGNuuE1aL3OB7b3-7Xw,3,0,0
Mfe3CIgXPbe6JSTA29Vg5g,1,0,0
1bxeAjmH1g8LsnGSJSsrnQ,4,0,0
Til6ksJJj2QJkzd9QB3bpQ,4,2,1
NW2XzKT_mSQogl_BkNQV9w,5,0,0
nEipicVTaFgSIT5Q6YTTtg,4,0,0
kNx_qz8-F_a-d6OAwDaYNA,5,0,0
d66loRGlrFvdcWz6AA2Gkw,5,0,0
o5d_-DwUmAofemmaSL7YLg,5,0,0
sbJE7-nWyBXhayFR8U3dGA,2,0,0
0H5gP_63wvMonL9kekobcw,4,0,0
Elz7Jhnb3firfGWYTRh1rg,5,1,1
fNX7UB2Pfzzrf1enqjEJAA,3,0,0
DHRI5HGuKlGlZas58DApLQ,1,0,0
Lcu71kB0oZHdpoRjZQrIgA,4,0,0
XnV8awk2YX-zysmq2g45XA,3,0,0
01nzvYOFwy0msS8QEOeihg,4,0,0
SK04aidC6icc66qb7h_sww,1,0,0
4FbUCkHt-tgwv-hS4G6FqA,1,0,0
2RsUSAWnVyCDoe8dxSNbjA,1,0,0
Pco_QzbNfOGgOcv2Cxu69Q,4,0,1
BWftwZhBtFC2nG9RGjGpJw,2,1,0
iZ6SYIfQK9fx0SD6Qz6q7A,2,0,0
kj01ukMqK0qp8j9bT8L40w,1,0,0
bnhvbjlMmF1FFZKqJaChFg,4,1,1
abUcPAr5DXMkciuAtrIfCA,5,0,0
5D6oEtPWtotNW--bYfdo7A,5,3,0
Fi5U6Kk0hwXgox2sAc7v1g,5,0,0
EwetzTDyMKuUMoozDTGYeg,4,0,0
Ep_AXNGFxcvfJLD0PDYogw,5,0,0
hCxv0ueEuNsiDeiVI8iLww,5,2,0
IiKGHOb6h-7BV8Wpw4PVRw,1,2,0
sjJ8xu7wLhBlwhRX21wT6Q,5,0,0
P_kItivx-3RwhBwngbaxfg,5,0,0
PAEDFOaYkFQp6DvQlLVxWw,4,0,0
6lxCLB6ksPjV7svCXQb4HQ,3,0,0
y9uVCRDEizdxz7g9gC5Dhw,4,0,0
_Y7pp2VkFhD0BH9e9Skfog,5,2,0
6hsUy5feRYZ4PkcyO_Qaqg,5,1,0
WFp9Sa2qCeiDIBAvCijKmA,5,0,0
SmoWw6yMDBRkJzpYqn4uZg,1,2,1
pAh6unhN1n_3VUMf8mDrWw,3,0,0
JZECtNmWvjYDviCoJ-wVZw,3,0,0
gK0ts1ejLET8lpzVOX-uVw,5,1,0
vfAwN2s4QA9uYGNsrTYr2A,1,0,0
iYP0pQ7FRnde_60uUO5-Og,4,1,1
pmWSQQj0uV6yTayh2U6CFw,5,0,0
Gjmu-7I1nxQ4dnwJUP22AA,5,1,0
yAGiyytSGYbTwREmnLxmjQ,5,0,0
zqV1xzQX9BTnbKtSKkLm0g,5,0,1
vqyb0xQZJlTS9ki5Glekuw,5,1,1
vNsskVYXFiLGTX7mmL-20A,3,1,0
AsitgshgyX54bsm-A9XI2g,3,0,0
97Ge87UtqFahFMRIC302UA,5,0,0
rB0JJ9XpPOyRwX2I9muNEA,3,0,1
5E9e6kz0dgh515qBY7SATg,4,0,0
Hb0zoBE48pKNHk9ft19Evg,2,1,0
hGg4HjBaSCX2o06viK-FjQ,5,1,0
THifcVwLaEVLgv0RoNggrA,4,1,0
02lFi1mv_G5NWwDTkAS31Q,4,0,0
b-Ep1GqgHmWAmDGTClS3zA,5,1,1
upXf-DC1aJ5GU9LOk77-Ug,5,0,2
CJhp1-uOYG8_Kk_Ss1RkSQ,4,1,1
e0x6u-iKpd_MysPtBQWZog,3,2,2
4wn3EUxhbOMyEfRBC0MhBw,4,3,1
U6-9bmwdpmlIYaKHtd0kzA,2,1,0
4QD3gTHImpm590T01xsLxg,4,0,0
4roUUpVh1u3mydCUv9NZtg,5,0,0
mlByeBzv3Ry8aFMStR0YpQ,1,0,1
jLSY9Rtwx0z5We0D-x0vyQ,5,0,0
geqUyZJOwQgi1YzYRbcqRg,4,1,0
3AAu2bscz6RndpqIKNsMqg,4,0,0
T9Cwk1BkFZXmwQMvtlXw3A,5,0,0
gsf0ffWsCfqgGhzH7CMo3g,5,0,0
a8LhrkT6KUHryoTiAyr29Q,4,2,0
gSB5XmzA-NwMRn6pTH0dBw,5,0,0
o6UmLncpe0mhCji5e5p2Zw,4,2,1
DdCtfTzNhNeRnax3iLiPjw,2,0,0
43yweTiI-GPuSPXrUFI3qw,5,0,0
dtOXH09zeYVazYWeSW4uzA,5,1,0
OUvMYrATSN53L1pxRGeYUA,1,0,0
Yn9ecaPMo_w-NhZt1W9GkA,4,0,0
3Ep9VfFDGogpYkIzCa5lMQ,1,0,0
xwrOhdvMqTSmeFB8QOT9kg,3,2,0
UaZKpyoG39JJNIUCKq7_NA,5,0,0
FejlBiIoB6lp9yQo84d3cQ,1,4,1
o7SX7-pM5aTE3qRdNuG5KQ,4,1,0
2xW_W2JrT6pQKAxXeOlKrg,5,0,0
HQaeGxeLePzoFQE-9-Onbw,4,0,0
pZaVEZqiVgBpXLqf7Qi0jQ,3,0,0
qn0tVFWxHSRsBZLXQFScBg,5,0,0
c1ah76cBJff0v0WTQ4JjkQ,5,1,0
8vHywrelnkeWyswjAUW7sA,4,0,0
Kig_A7g8QE08JK5xovfTBg,5,4,1
cHH0TEzcqNcNXi7WSQnMAQ,2,2,0
p6mYsW-4OGeRx1e8pYQTJg,3,0,0
0O2k_RnNm5L28pv9c5YnoQ,2,4,2
LmgSCyLETy7Z3MuZftC1zQ,5,1,1
46gpHdrydh_8Fv6CkNOlKw,3,1,1
PRZs8i1Rjmz4xG8RPJd-kA,4,0,0
MNzdB4sWDnWc3EQq73qfyQ,5,1,0
cnnLe0kesW3g7qZ2jO2HbA,1,1,0
OwWZwXeTvGk_RO8auJljtw,2,0,0
QahoydjAWECOPnWqJvAxBQ,5,1,0
FYmgtji2nFLRIWdKSpTkfw,1,1,0
uy2a34ZklOaSF0LVB5m8Jw,4,2,2
qc4usw9zfoYEynPN41is7A,3,2,2
UbG8tU3Nban-Mse5GNDffg,5,0,1
VUll2pav-bU1sW6BwildHg,1,0,0
vYLOAB_uvFwzY692aQrmVA,1,4,1
_IjjOICeY84_anEgx6it_Q,1,0,0
F_Tkf-bpAOls1N5Kj1lgPg,1,0,0
4zORWRZON4uJpbi6Ja91Pg,5,0,0
i3kGHC74LqUPEDRO5ltAQg,5,1,0
2PcrVhIlRy_OZImHzKCD6g,5,0,0
WXUNsEOlO5NN33_P9fllLA,4,2,1
ihuxrmCaS4JxAuFweZ-KFA,5,2,1
fvMI2lZasyvOhUZhNlbUPw,5,0,0
leeawMcrDLCyvlRxPcI4xg,3,1,1
Ht2gXW_8OII8ee3fVTQeKg,5,0,0
-BMppJ_VMD_EFkToId_aFA,3,1,0
JtJEdT8dMRy9tR0Q35Poww,4,1,0
tGgM2oK-tRMwZyykOntGHQ,2,0,0
TakiRTr0wJ7yfUD3tGtsiQ,4,1,1
Ftptt3Eo8QeNP9hWKvpIQA,3,0,0
uD8P1t8ZEch3Yhrnt-TgOQ,5,0,0
ZK3S8UABuNdLlknc8D3n5Q,5,0,0
u9rAt8rZuKVfYbWDddbyNQ,4,0,0
C0CHSXvaLByZUNqruxgzBA,5,0,0
1f2OY9kM6gM1LqE87qSyFQ,3,1,0
fxy69ZmffPEVsCiosTH6aw,5,1,0
zpy3tEIyD03Wwf-jpJ8aMQ,5,4,2
wxbY_5DSS-ezkUioVEF6JA,3,1,0
-ibzvb0nckcb7Zf9a10PhA,1,0,0
2RESDCKriRv78tzRS2KT8g,1,7,0
DNepNZXuM0W0fJVyV7pfZg,5,8,7
s4SqNP6RLzIXzM60tKzYbg,5,1,0
XL5Dl4om5-NKs5XKeuVVgQ,4,1,0
d8g1xV-YKup0GUn4nKsRCA,4,0,0
ju1cKcYOFoLyE-J2vIZVhg,4,0,0
cr0gSDWuPek_qKaY4P_UDw,4,0,0
IJpmAStI2HF7FubH8TAYtg,5,0,0
WVGE9rwvjcYXG_NQMlP_Hg,1,0,0
9h0W8WENLr4-F_7VaelPOQ,5,0,0
d-_25u_BxGv0SmlqkXTSbw,5,2,1
Knh4_nDpKxdbFplxvDrd9g,4,1,0
U_ahfwgGJ14LZc7nhbbT9Q,5,0,0
GlJHMCcHcjFsh69BwvwzzQ,2,0,0
DwieUOQY6verCeiLT1e_DA,5,0,0
BYeRugQ5RTM5-SAhXRO13g,5,1,0
3pQobchDgFbXNOlvckqI7Q,1,1,0
vH2yABTRs0Ef_c6NRn2NjQ,1,1,0
SNttYvyVy4XTLQucMd0K8w,4,0,0
c1K_ctOL3eqhGJemr2Qxhw,3,0,0
uVCjPM38HK6Pl62wlJowMQ,3,2,1
5KKVXcQ7MubxH6tDxog8pw,3,1,1
2Ehl99BTPeNs30I3LvDCxQ,5,0,0
BnPlT_RV6kMPDxxAvX7viw,5,1,0
rpjTK1u7ajNEZ4eY9Jj_mQ,3,0,0
JaK2xi5Ro9r924x0yXSvyg,5,1,0
eiAvNnEllKHHp5ref3nbsw,5,1,0
5SVZp80bEmaBzF6PG1SzGQ,5,0,0
g1MKVzw4h2iVFHWkF8492g,4,0,0
pSMFXQDnvWmbY__hOyI15A,3,3,0
H2AjBEcIxGr8YXJ25vXG4g,5,0,0
3WKhkkxbe9MqHi-alPMrrg,1,0,0
ELQp5jIQjxUw_MlhDq4Orw,4,0,0
-x5n1qS0pKTXWRopiRWxIg,4,1,0
zQJbmapCyn6oqJ03WhF9zg,4,5,0
ztZaXyAdmYHiD3pTtx-7qw,5,1,0
OEYn7A77Ze4nDucyQKCxHQ,5,0,0
6jNFm2RM7Qrz4ZNoeWUPwQ,4,0,0
G6-rMjQnGDvnMlQ9M2QAKg,4,0,0
jgdPHqYLoFRNEoeh-u7vIw,1,2,1
nluywouT1IiMw5raFaBysg,5,0,0
SlntxA6zPCiqozvalhEuLw,3,0,0
CNPKqQdORjJXbbMDDNfZJg,4,0,0
EdOTOkUm83NxigRY8sMOKQ,5,0,1
VB_OLwtTP5vaZJDnn9pkkw,4,0,0
elblxOs-U7wz3fmRkWYUSA,1,1,1
85T-aD0c6aLMh9iyE8MpdQ,5,1,0
6_xAqNnvhIYDCeJtlFoD9w,1,0,0
pWDHKbkbcRqozHU_3ZLfqQ,5,5,1
SQ4wtEZ5FDxN0tkrLMrWPw,5,1,0
fHHcOvU1uJyifboN8S8Y1w,3,0,0
l5BNqmZ9baY23AfS4spvoA,4,2,1
3WTdeUaIh2va5rtnGSoedA,4,0,1
TubYMcnxHHQoQZVdKY77dw,3,0,0
5uOI8-VVqK0Rok89nFIr_A,4,0,0
gqML-c44VgnFdn-NGILb7Q,4,1,0
YlKnogzJsWjalFMSAYt7Mw,5,1,0
yEatSe2ywwcbXQRRvvSzHQ,4,1,0
